clade_name	NCBI_tax_id	SRS150038	SRS149973	SRS149696	SRS149647	SRS149585	SRS149492	SRS149334	SRS149286	SRS149237	SRS149190	SRS149084	SRS148979	SRS148826	SRS148777	SRS148730	SRS148520	SRS148414	SRS148367	SRS148287	SRS148262	SRS148205	SRS148193	SRS148100	SRS147937	SRS147871	SRS147745	SRS147718	SRS147670	SRS147547	SRS147442	SRS147386	SRS147338	SRS147281	SRS147184	SRS147128	SRS147106	SRS147057	SRS146878	SRS146866	SRS146830	SRS146797	SRS146750	SRS145509	SRS144765	SRS144707	SRS144621	SRS144427	SRS144402	SRS144306	SRS144237	SRS144144	SRS144121	SRS144096	SRS144026	SRS144000	SRS143885	SRS143872	SRS143759	SRS143684	SRS143409	SRS143360	SRS143141	SRS143094	SRS142940	SRS142907	SRS142664	SRS142608	SRS142551	SRS142483	SRS140657	SRS105148	SRS105121	SRS105074	SRS104968	SRS104921	SRS104842	SRS104711	SRS104653	SRS104368	SRS104320	SRS104291	SRS104177	SRS104093	SRS104045	SRS103983	SRS102814	SRS101445	SRS101388	SRS101280	SRS100033	SRS098860	SRS098735	SRS098624	SRS098567	SRS098482	SRS098071	SRS098057	SRS097972	SRS097918	SRS097907	SRS079308	SRS078738	SRS078677	SRS078431	SRS078254	SRS078223	SRS078003	SRS077922	SRS077861	SRS077639	SRS077549	SRS077520	SRS077447	SRS077390	SRS077245	SRS077104	SRS077022	SRS076926	SRS076874	SRS076821	SRS076770	SRS075993	SRS075959	SRS075876	SRS075819	SRS075771	SRS075445	SRS075410	SRS075353	SRS075090	SRS075033	SRS074976	SRS074682	SRS074598	SRS065542	SRS065310	SRS065099	SRS064937	SRS064493	SRS064449	SRS064329	SRS064260	SRS064219	SRS064158	SRS063999	SRS063603	SRS063485	SRS063246	SRS062931	SRS058808	SRS058730	SRS058261	SRS058053	SRS057886	SRS057619	SRS057490	SRS056951	SRS056537	SRS056447	SRS056113	SRS056090	SRS055450	SRS055401	SRS055378	SRS054995	SRS054653	SRS054430	SRS054196	SRS053917	SRS053895	SRS053630	SRS053584	SRS052876	SRS052604	SRS052095	SRS052061	SRS051941	SRS051930	SRS051378	SRS051244	SRS051228	SRS050799	SRS049392	SRS049318	SRS049268	SRS047634	SRS047590	SRS047265	SRS047126	SRS047113	SRS047100	SRS045763	SRS045588	SRS045313	SRS045197	SRS045015	SRS044448	SRS044366	SRS044230	SRS043867	SRS043772	SRS043755	SRS043729	SRS043454	SRS043083	SRS043018	SRS042984	SRS042307	SRS024649	SRS024561	SRS024504	SRS024355	SRS024289	SRS024144	SRS024119	SRS024087	SRS024021	SRS023964	SRS023841	SRS023538	SRS023358	SRS022980	SRS022883	SRS022725	SRS022536	SRS022281	SRS022149	SRS022083	SRS021960	SRS021477	SRS020862	SRS020406	SRS020340	SRS020283	SRS019980	SRS019906	SRS019798	SRS019591	SRS019494	SRS019443	SRS019387	SRS019360	SRS019333	SRS019276	SRS019225	SRS019176	SRS019128	SRS019077	SRS019028	SRS018975	SRS018929	SRS018826	SRS018802	SRS018778	SRS018750	SRS018691	SRS018665	SRS018616	SRS018602	SRS018573	SRS018513	SRS018479	SRS018394	SRS018337	SRS018157	SRS018061	SRS017788	SRS017757	SRS017634	SRS017445	SRS017387	SRS017330	SRS017304	SRS017227	SRS017088	SRS017025	SRS016876	SRS016665	SRS016474	SRS016393	SRS016331	SRS016200	SRS016139	SRS016092	SRS016071	SRS016043	SRS015989	SRS015947	SRS015899	SRS015803	SRS015755	SRS015692	SRS015650	SRS015596	SRS015574	SRS015470	SRS015440	SRS015378	SRS015308	SRS015278	SRS015215	SRS015158	SRS015128	SRS015063	SRS015044	SRS014941	SRS014894	SRS014690	SRS014578	SRS014524	SRS014476	SRS014402	SRS013949	SRS013938	SRS013836	SRS013663	SRS013533	SRS013252	SRS012989	SRS012922	SRS011343	SRS011255	SRS011152	SRS011126	SRS011098
g__Mogibacterium	2|1239|186801|186802|543314|86331	0	0	0	0	0	0	0.00447	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0504	0.00034	0	0	0	0	0	0	0.05007	0	0.0038	0	0	0	0	0.00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00649	0	0	0	0	0	0.02007	0	0	0	0	0	0	0	0	0	0.00039	0	0	0.00269	0	0	0	0	0	0	0.02446	0	0.00139	0	0	0.00159	0.00069	0	0.00054	0	0	0.01405	0.00649	0	0.00192	0.00155	0	0	0	0	0.00087	0	0	0	0	0	0	0	0	0	0	0.00921	0	0	0	0	0.00053	0	0	0	0	0	0.00129	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0.00957	0	0	0	0	0	0	0	0	0.20783	0	0	0	0.0017	0	0	0	0	0.00934	0	0	0.0273	0	0	0	0.00768	0	0	0	0	0	0.00406	0.00353	0	0	0	0	0	0	0	0	0	0	0.11711	0.00174	0	0.0002	0	0.00345	0	0	0	0.0083	0.04388	0.04989	0.03453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32543	0	0	0.00441	0	0.00346	0	0	0	0	0	0	0	0	0	0	0	0.00036	0.00512	0	0.01307	0.00079	0.00239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138	0	0	0.02868	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0.00516	0.00694	0	0	0.00484	0	0	0.00464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0.01356	0	0	0	0	0	0	0.00124	0	0	0.03435	0	0	0	0.00905	0.00573	0	0	0	0	0	0.00362	0	0	0
g__Monoglobus	2|1239|186801|186802||2039302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anaerofustis	2|1239|186801|186802|186806|264995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Eubacterium	2|1239|186801|186802|186806|1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0
g__Pseudoramibacter	2|1239|186801|186802|186806|113286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00499	0	0.00218	0	0	0	0	0	0	0	0
g__Mageeibacillus	2|1239|186801|186802|2304686|1637257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00055	0.00092	0.00144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anaerostipes	2|1239|186801|186802|186803|207244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Blautia	2|1239|186801|186802|186803|572511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Butyrivibrio	2|1239|186801|186802|186803|830	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Catonella	2|1239|186801|186802|186803|43996	0	0	0	0	0.02138	0	0.03016	0.22577	0	0.05006	0	0.02046	0	0.00016	0.01863	0.01408	0	0.00189	0	0.06357	0.04903	0.0834	0	0	0	0.09434	0.05065	0.00222	0.09382	0.00705	0.2084	0	0.14402	0.00918	0.0536	0.06824	0	0.12399	0	0	0.02076	0	0	0	0.08123	0.18287	0.01044	0.01281	0.00067	0.00203	0	0.02476	0.02793	0.27414	0.23736	0.18073	0.00398	0	0.00257	0	0	0.00112	0.01519	0	0.00222	0.09701	0.09139	0.07075	0.01987	0	0.02348	0.03286	0.03415	0.00075	0	0.157	0.12012	0.02211	0	0.04404	0.0109	0.00697	0	0	0.12197	0.02429	0.15685	0.04413	0.16306	0.00937	0	0.001	0.04823	0.04823	0.00595	0.01421	0.00039	0.04203	0.00851	0.01166	0.00418	0.00037	0.20602	0.00196	0.07809	0.01269	0.18381	0.00925	0.00614	0.01353	0.09693	0.43088	0.01775	0	0.2319	0	0.05391	0	0.04033	0.04211	0	0.10603	0.01557	0.00259	0.03584	0.00367	0	0	0	0.05513	0	0.02496	0.0823	0	0.0317	0	0.17079	0.01932	0	0.01701	0	0.00893	0	0.00595	0.25102	0.14049	0.01056	0.06034	0.08792	0.1811	0	0	0.27204	0.01993	0	0.00529	0.60183	0.0223	0.08073	0.02131	0.01751	0.26742	0.16439	0.37878	0	0	0.60134	0	0.04923	0	0	0.04145	0.06447	0.09809	0.19	0.03541	0.01338	0.15581	0.07336	0.14533	0	0.07477	0	0.45987	0.13264	0.47216	0.00571	0.00839	0.00515	0.23609	0	0.19071	0	0.46361	0.1072	0.00737	0.11385	0	0	0	0	0.0109	0	0.00236	0.09761	0.05655	0.06612	0	0.0151	0.58517	0.03518	0	0.0546	0.00306	0.00747	0.01925	0.05393	0.27746	0	0.05394	0.15499	0.26276	0.26787	0.47732	0.02613	0.084	0.45232	0.09574	0.18309	0.13579	0	0	0.02961	0.44327	0.01081	0	0.00468	0.00012	0.08192	0	0	0.14954	0.13468	0.0151	0.03112	0.04127	0.02484	0.0473	0.01194	0.01033	0.0121	0.3014	0	0	0.01253	0	0.01456	0	0.08284	0.10432	0.17994	0.15725	0.06333	0.00295	0.24058	0.03893	0.39668	0.30523	0.68937	0.04719	0.60767	0	0	0.39834	0	0.00921	0.01338	0.08325	0.27257	0.0005	0.30949	0	0	0	0.05857	0.12927	0.02129	0.00232	0	0.02837	0.00912	0.14094	0.02021	0.02612	0.01018	0	0	0	0.00408	0.00953	2.13216	0.01873	0.00827	0	0.01913	0.00688	0	0.00108	0.09489	0	0.13103	0.15489	0	0	0.2078	0.1579	0.11971	0.21106	0.20614	0	0.39773	0.08666	0.17633	0.07538	0
g__Coprococcus	2|1239|186801|186802|186803|33042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01706	0	0	0	0	0	0
g__Dorea	2|1239|186801|186802|186803|189330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Eisenbergiella	2|1239|186801|186802|186803|1432051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Johnsonella	2|1239|186801|186802|186803|43994	0	0	0	0	0.01685	0	0	0	0	0.06402	0	0	0	0	0	0	0	0	0.05936	0.16985	0.02362	0	0	0	0	0	0	0	0	0	0.11349	0	0.11949	0	0	0.01351	0	0	0	0	0.08185	0	0	0	0.00817	0.06036	0	0	0	0.016	0	0.02496	0.03892	0.09854	0.08975	0.10628	0	0	0.07677	0	0	0	0	0	0	0	0	0.22188	0	0	0	0	0.02437	0	0	0.37628	0.12233	0	0	0.01187	0	0	0	0	0.10657	0.00756	0.11726	0.00145	0	0	0.00368	0	0	0.00333	0	0	0.00036	0.00459	0.00681	0	0	0	0.00056	0	0	0.02594	0.01481	0	0	0.02495	0	0.39326	0	0	0	0	0.02713	0	0.00908	0	0.00414	0.0878	0.04436	0	0.00499	0	0	0	0	0	0	0	0.02036	0	0	0	0.00157	0	0	0.03648	0	0	0	0.00959	0.28753	0	0.00051	0	0	0	0	0	0.17994	0.05822	0	0	0	0.01795	0	0	0	0	0.01321	0	0	0	0.13021	0	0	0	0	0	0	0	0	0.01437	0	0.06564	0	0.09079	0	0.00097	0	0	0.08307	0	0	0.00369	0	0	0	0.45188	0	0.05553	0	0.00149	0.00756	0	0	0	0	0	0	0	0	0.03233	0.008	0	0	0.20388	0.00498	0	0	0	0	0	0	0	0	0	0	0	0.29753	0.02126	0.00631	0.07218	0.16581	0	0	0.01066	0	0	0	0	0	0	0	0	0.19094	0	0	0	0	0	0	0.04072	0.45121	0	0	0	0	0.1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01454	0.06329	0	0	0	0	0	0	0	0	0	0.25045	0	0	0	0.15154	0.35189	0	0	0	0	0	0	0.06399	0	0	0	0	0	0	0	0.90426	0.00725	0	0	0	0	0	0	0.17844	0	0.04597	0	0.10243	0	0.01692	0.00805	0.02726	0.00567	0	0	0.0798	0	0.20014	0.10834	0
